LAST_NAME,PLAYER_NAME,POSITION,GEN_POST,MPG,PPG,FG_PCT,FG3_PCT,FT_PCT,RPG,APG,SPG,BPG,TPG,FPG
Caffey,Jason Caffey,PF,Front,16.9,5.7,0.481,0.0,0.650,3.5,0.6,0.3,0.3,1.0,2.2
Collier,Jason Collier,C,Front,14.5,5.4,0.445,0.135,0.784,3.0,0.4,0.2,0.2,0.7,1.8
Collins,Jason Collins,C,Front,17.4,2.9,0.400,0.160,0.565,3.0,0.7,0.4,0.4,0.6,2.4
Hart,Jason Hart,PG,Guard,13.0,3.6,0.488,0.164,0.637,1.3,1.8,0.6,0.0,0.9,1.3
Kapono,Jason Kapono,SG,Guard,15.7,5.6,0.412,0.388,0.796,1.4,0.7,0.3,0.0,0.5,1.3
Kidd,Jason Kidd,PG,Guard,35.2,12.0,0.394,0.353,0.810,6.2,8.3,1.8,0.3,2.6,1.8
Maxiell,Jason Maxiell,PF,Front,17.2,5.1,0.483,0.0,0.534,3.8,0.4,0.3,0.7,0.7,1.7
Richardson,Jason Richardson,SG,Guard,33.0,16.2,0.429,0.361,0.700,4.7,2.5,1.1,0.4,1.6,2.1
Smith,Jason Smith,C,Front,16.2,6.1,0.454,0.208,0.783,3.4,0.7,0.3,0.6,0.8,2.1
Terry,Jason Terry,PG,Guard,29.3,13.1,0.436,0.382,0.836,2.2,3.6,1.1,0.1,1.6,1.7
Thompson,Jason Thompson,PF,Front,24.4,8.5,0.496,0.054,0.651,6.4,1.0,0.4,0.6,1.2,2.9
Williams,Jason Williams,PG,Guard,27.4,9.7,0.400,0.332,0.744,2.1,5.4,1.0,0.0,1.7,1.2
Crittenton,Javaris Crittenton,SG,Guard,16.1,5.3,0.440,0.201,0.634,2.4,1.7,0.5,0.0,1.2,1.2
Green,Javonte Green,SG,Guard,9.4,2.9,0.5,0.261,0.639,1.8,0.5,0.5,0.2,0.4,0.8
Williams,Jawad Williams,SF,Wing,10.2,3.1,0.378,0.314,0.486,1.1,0.4,0.2,0.0,0.3,0.9
Evans,Jawun Evans,PG,Guard,12.1,2.8,0.283,0.139,0.387,1.6,1.7,0.6,0.0,0.8,1.5
Hayes,Jaxson Hayes,C,Front,17.0,7.5,0.66,0.25,0.63,4.0,0.9,0.4,0.9,0.7,2.5
Williams,Jay Williams,PG,Guard,26.2,9.5,0.399,0.322,0.64,2.6,4.7,1.1,0.2,2.3,2.4
Adams,Jaylen Adams,PG,Guard,12.6,3.2,0.345,0.338,0.778,1.8,1.9,0.4,0.1,0.8,1.3
Brown,Jaylen Brown,SG,Guard,26.9,13.6,0.468,0.365,0.680,4.5,1.5,0.8,0.3,1.5,2.4
Hoard,Jaylen Hoard,SF,Wing,7.9,2.9,0.469,0.0,0.615,2.5,0.3,0.4,0.0,0.3,0.9
Morris,Jaylen Morris,SG,Guard,11.8,3.6,0.403,0.266,0.25,2.0,1.1,0.4,0.1,0.6,0.3
Nowell,Jaylen Nowell,SG,Guard,10.1,3.8,0.358,0.115,0.941,0.9,1.3,0.2,0.1,0.2,0.7
Tatum,Jayson Tatum,SF,Wing,32.0,17.7,0.457,0.401,0.829,6.0,2.1,1.1,0.7,1.7,2.1
Adrien,Jeff Adrien,PF,Front,12.1,3.8,0.449,0.0,0.605,3.8,0.5,0.2,0.4,0.5,1.6
Ayres,Jeff Ayres,C,Front,8.7,2.6,0.540,0.083,0.804,2.3,0.3,0.1,0.2,0.4,1.3
Foote,Jeff Foote,C,Front,9.8,1.0,0.333,0.0,0.0,1.5,0.0,0.0,0.3,0.5,1.3
Foster,Jeff Foster,C,Front,20.1,4.6,0.489,0.142,0.604,6.6,0.9,0.6,0.3,0.7,2.5
Green,Jeff Green,PF,Front,29.3,13.0,0.440,0.330,0.809,4.3,1.5,0.7,0.5,1.4,2.1
McInnis,Jeff McInnis,SG,Guard,27.5,8.9,0.430,0.253,0.768,2.0,4.3,0.6,0.0,1.3,2.0
Teague,Jeff Teague,PG,Guard,27.4,12.3,0.440,0.344,0.836,2.4,5.7,1.1,0.3,2.2,1.9
Trepagnier,Jeff Trepagnier,SG,Guard,9.0,3.1,0.330,0.333,0.690,1.4,0.7,0.6,0.0,0.7,0.6
Withey,Jeff Withey,C,Front,8.8,2.9,0.496,0.04,0.674,2.2,0.2,0.2,0.6,0.3,0.9
Taylor,Jeffery Taylor,SG,Guard,19.5,6.1,0.400,0.306,0.638,1.9,0.8,0.5,0.1,0.7,1.8
McCoy,Jelani McCoy,C,Front,10.3,2.4,0.520,0.0,0.323,2.5,0.2,0.1,0.5,0.7,1.7
Jones,Jemerrio Jones,SF,Wing,23.8,4.5,0.364,0.2,0.5,8.2,2.2,1.2,0.8,0.8,1.7
Grant,Jerami Grant,SF,Wing,24.3,9.1,0.456,0.334,0.664,3.8,1.0,0.6,1.1,0.9,2.2
McNeal,Jerel McNeal,PG,Guard,6.0,1.5,0.273,0.5,1.0,0.5,0.3,0.5,0.2,0.8,0.8
Martin,Jeremiah Martin,PG,Guard,5.3,0.7,0.2,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0
Evans,Jeremy Evans,PF,Front,8.7,2.9,0.648,0.092,0.580,2.1,0.3,0.2,0.3,0.3,1.0
Lamb,Jeremy Lamb,SF,Wing,19.7,9.6,0.432,0.330,0.856,3.4,1.4,0.6,0.3,0.8,1.5
Lin,Jeremy Lin,PG,Guard,24.3,12.0,0.428,0.343,0.825,2.4,4.1,0.9,0.3,2.3,2.2
Pargo,Jeremy Pargo,PG,Guard,13.6,6.0,0.409,0.343,0.423,1.0,2.1,0.3,0.0,1.2,1.6
Richardson,Jeremy Richardson,SF,Wing,5.3,1.9,0.383,0.462,0.5,0.6,0.1,0.1,0.0,0.2,0.4
Tyler,Jeremy Tyler,C,Front,8.7,3.1,0.437,0.0,0.589,2.3,0.2,0.1,0.3,0.6,1.4
Grant,Jerian Grant,SG,Guard,17.8,6.0,0.413,0.318,0.766,1.9,2.8,0.7,0.1,0.9,1.4
Jackson,Jermaine Jackson,SG,Guard,9.9,1.9,0.444,0.212,0.716,1.0,1.4,0.3,0.0,0.5,0.9
O'Neal,Jermaine O'Neal,C,Front,29.6,14.5,0.467,0.070,0.728,7.7,1.5,0.5,1.9,2.0,3.1
Taylor,Jermaine Taylor,SG,Guard,12.0,5.3,0.429,0.269,0.733,1.6,0.7,0.3,0.1,1.0,0.8
Davidson,Jermareo Davidson,SF,Wing,8.2,3.1,0.446,0.0,0.556,2.0,0.2,0.1,0.3,0.4,1.0
Beasley,Jerome Beasley,PF,Front,2.5,1.0,0.333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Dyson,Jerome Dyson,PG,Guard,20.0,7.4,0.396,0.125,0.778,2.1,2.0,1.2,0.2,2.2,2.1
James,Jerome James,C,Front,10.8,3.8,0.529,0.0,0.581,2.6,0.2,0.2,0.8,0.9,2.2
Jordan,Jerome Jordan,C,Front,6.8,2.5,0.523,0.0,0.832,1.8,0.2,0.1,0.3,0.3,1.0
Kersey,Jerome Kersey,SF,Wing,11.1,3.3,0.464,0.0,0.5,2.0,0.7,0.6,0.4,0.3,1.6
Moiso,Jerome Moiso,PF,Front,8.2,2.1,0.459,0.0,0.486,2.4,0.2,0.2,0.3,0.6,1.1
Robinson,Jerome Robinson,SG,Guard,11.6,3.5,0.373,0.307,0.678,1.5,0.8,0.3,0.2,0.5,1.4
Williams,Jerome Williams,PF,Front,23.2,6.8,0.484,0.033,0.665,6.4,0.9,1.1,0.2,1.0,2.2
Benimon,Jerrelle Benimon,PF,Front,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0
Smith,Jerry Smith,PG,Guard,9.2,1.4,0.214,0.166,0.0,1.4,0.8,1.0,0.0,0.0,1.0
Stackhouse,Jerry Stackhouse,SF,Wing,24.3,12.3,0.379,0.305,0.856,2.5,2.6,0.6,0.2,1.9,1.3
Bayless,Jerryd Bayless,PG,Guard,21.5,8.6,0.401,0.350,0.805,2.2,2.9,0.5,0.1,1.5,1.9
Sasser,Jeryl Sasser,SG,Guard,9.3,2.0,0.261,0.147,0.739,1.7,0.6,0.5,0.1,0.4,0.8
Carter,Jevon Carter,PG,Guard,14.9,4.5,0.351,0.363,0.826,1.8,1.5,0.7,0.3,0.7,1.4
Jackson,Jim Jackson,SF,Wing,27.8,9.3,0.401,0.383,0.834,4.2,2.3,0.6,0.1,1.7,2.2
McIlvaine,Jim McIlvaine,C,Front,10.8,1.6,0.357,0.0,0.667,1.9,0.2,0.4,0.8,0.5,1.9
Fredette,Jimmer Fredette,SG,Guard,11.2,4.8,0.388,0.323,0.892,0.8,1.1,0.3,0.0,0.8,0.7
Butler,Jimmy Butler,SF,Wing,32.2,16.6,0.447,0.316,0.823,4.9,3.6,1.5,0.4,1.5,1.4
Welsch,Jiri Welsch,SF,Wing,16.6,5.3,0.367,0.306,0.753,2.2,1.4,0.6,0.0,0.9,1.4
Noah,Joakim Noah,C,Front,25.5,7.9,0.488,0.0,0.652,8.4,2.6,0.7,1.1,1.5,2.6
Meeks,Jodie Meeks,SG,Guard,20.6,8.7,0.417,0.382,0.899,1.9,1.0,0.6,0.0,0.6,1.0
Alexander,Joe Alexander,SF,Wing,7.8,2.6,0.291,0.174,0.683,1.2,0.5,0.2,0.3,0.4,1.4
Chealey,Joe Chealey,PG,Guard,8.1,1.2,0.166,0.0,0.5,0.0,0.6,0.5,0.0,0.2,0.7
Crawford,Joe Crawford,SF,Wing,11.5,4.5,0.3,0.25,1.0,2.0,0.5,0.5,0.0,0.0,1.0
Crispin,Joe Crispin,PG,Guard,7.3,3.8,0.382,0.385,0.923,0.5,1.2,0.2,0.0,0.5,0.5
Harris,Joe Harris,SF,Wing,20.1,8.3,0.422,0.384,0.619,2.5,1.3,0.3,0.1,1.0,1.7
Ingles,Joe Ingles,SF,Wing,25.5,8.2,0.441,0.401,0.747,3.2,3.6,1.0,0.1,1.5,1.8
Johnson,Joe Johnson,SF,Wing,33.6,15.1,0.437,0.357,0.801,3.8,3.7,0.8,0.2,1.8,1.7
Smith,Joe Smith,PF,Front,21.3,8.1,0.434,0.130,0.813,5.3,0.7,0.4,0.6,0.8,2.5
Young,Joe Young,PG,Guard,8.0,3.2,0.386,0.270,0.763,0.9,0.9,0.2,0.0,0.5,0.5
Anthony,Joel Anthony,C,Front,12.8,2.0,0.521,0.0,0.645,2.5,0.1,0.2,0.9,0.4,1.4
Bolomboy,Joel Bolomboy,PF,Front,5.3,1.6,0.531,0.125,0.5,1.5,0.1,0.2,0.1,0.2,0.3
Embiid,Joel Embiid,C,Front,29.9,23.5,0.476,0.330,0.792,11.0,3.0,0.7,1.8,3.5,3.4
Freeland,Joel Freeland,C,Front,12.1,3.1,0.457,0.0,0.732,3.4,0.4,0.2,0.3,0.5,1.6
Przybilla,Joel Przybilla,C,Front,18.0,3.1,0.480,0.0,0.473,5.5,0.4,0.2,1.2,0.9,2.5
Dorsey,Joey Dorsey,PF,Front,8.4,2.0,0.506,0.0,0.295,2.9,0.3,0.3,0.2,0.4,1.3
Graham,Joey Graham,SF,Wing,15.3,5.6,0.477,0.322,0.811,2.6,0.5,0.3,0.1,0.7,2.0
Lauvergne,Joffrey Lauvergne,C,Front,13.1,5.3,0.468,0.192,0.702,3.7,0.7,0.2,0.2,0.8,1.4
Petro,Johan Petro,C,Front,14.7,4.4,0.461,0.156,0.690,3.8,0.4,0.3,0.4,0.7,2.3
Amaechi,John Amaechi,PF,Front,13.7,4.3,0.346,0.0,0.583,2.2,0.6,0.2,0.2,1.0,1.4
Coker,John Coker,C,Front,5.3,0.3,0.125,0.0,0.0,0.8,0.3,0.2,0.0,0.3,0.7
Collins,John Collins,PF,Front,29.1,17.2,0.573,0.363,0.759,9.0,1.5,0.6,1.1,1.7,3.1
Crotty,John Crotty,PG,Guard,14.3,4.1,0.383,0.442,0.786,1.3,2.3,0.3,0.0,0.8,1.4
Edwards,John Edwards,C,Front,6.5,1.5,0.425,0.0,0.613,1.0,0.1,0.1,0.3,0.3,1.2
Henson,John Henson,PF,Front,18.5,7.2,0.532,0.09,0.571,5.1,1.1,0.4,1.3,1.0,2.1
Holland,John Holland,SF,Wing,4.1,1.1,0.144,0.153,0.346,0.5,0.1,0.1,0.0,0.1,0.2
Jenkins,John Jenkins,SG,Guard,11.1,4.2,0.427,0.367,0.891,1.3,0.6,0.1,0.0,0.4,0.4
Konchar,John Konchar,SG,Guard,11.1,3.4,0.657,0.444,0.5,3.1,1.4,0.5,0.2,0.4,0.5
Lucas III,John Lucas III,SG,Guard,9.8,3.5,0.360,0.231,0.501,0.6,1.2,0.3,0.0,0.4,0.6
Salmons,John Salmons,SF,Wing,25.2,8.5,0.414,0.347,0.752,2.7,2.3,0.8,0.2,1.2,1.7
Starks,John Starks,SG,Guard,21.2,6.8,0.383,0.328,0.803,1.5,1.7,0.7,0.0,1.0,2.4
Stockton,John Stockton,PG,Guard,29.4,11.9,0.501,0.381,0.833,2.8,8.2,1.7,0.2,2.4,2.3
Thomas,John Thomas,C,Front,9.8,1.7,0.444,0.0,0.668,1.7,0.2,0.2,0.2,0.4,1.5
Wall,John Wall,PG,Guard,35.6,19.0,0.432,0.292,0.773,4.2,9.1,1.6,0.7,3.7,2.2
Wallace,John Wallace,SF,Wing,11.2,5.0,0.426,0.301,0.807,1.8,0.5,0.1,0.2,0.7,1.3
Motley,Johnathan Motley,PF,Front,8.7,5.1,0.6,0.389,0.616,2.5,0.5,0.2,0.1,0.6,1.0
Williams,Johnathan Williams,PF,Front,13.9,4.8,0.615,0.0,0.581,4.0,0.5,0.2,0.4,0.5,1.8
Newman,Johnny Newman,SF,Wing,20.2,7.5,0.436,0.360,0.789,1.5,0.8,0.7,0.1,0.8,2.3
O'Bryant III,Johnny O'Bryant III,PF,Front,10.4,3.5,0.419,0.456,0.698,2.2,0.4,0.1,0.1,0.5,1.2
Barry,Jon Barry,SG,Guard,19.5,6.3,0.428,0.399,0.869,2.1,2.3,0.8,0.1,1.0,1.3
Brockman,Jon Brockman,PF,Front,10.0,2.0,0.459,0.0,0.580,3.0,0.3,0.1,0.0,0.3,1.6
Leuer,Jon Leuer,PF,Front,14.5,5.6,0.485,0.226,0.733,3.4,0.6,0.3,0.2,0.6,1.5
Bolden,Jonah Bolden,PF,Front,10.6,3.0,0.429,0.177,0.490,2.5,0.4,0.4,0.6,0.5,1.8
Jerebko,Jonas Jerebko,PF,Front,17.7,6.2,0.454,0.360,0.773,3.9,0.8,0.5,0.2,0.7,1.9
Valanciunas,Jonas Valanciunas,C,Front,25.1,12.5,0.561,0.195,0.780,8.8,0.9,0.3,1.0,1.5,2.7
Bender,Jonathan Bender,SF,Wing,13.8,5.5,0.471,0.279,0.782,2.1,0.6,0.1,0.6,0.9,1.3
Gibson,Jonathan Gibson,PG,Guard,11.8,7.3,0.488,0.416,0.362,1.0,1.2,0.2,0.0,1.0,1.2
Isaac,Jonathan Isaac,PF,Front,25.3,9.0,0.423,0.333,0.780,5.3,1.0,1.2,1.6,1.1,2.0
Simmons,Jonathon Simmons,SG,Guard,20.2,8.1,0.442,0.321,0.752,2.4,1.8,0.5,0.2,1.3,1.9
Flynn,Jonny Flynn,PG,Guard,20.5,7.7,0.377,0.320,0.777,1.7,3.7,0.6,0.0,2.0,1.0
Adams,Jordan Adams,SG,Guard,7.9,3.3,0.37,0.2,0.604,0.9,1.0,1.0,0.1,0.7,0.9
Bell,Jordan Bell,PF,Front,11.5,3.6,0.555,0.111,0.635,3.0,1.1,0.3,0.7,0.7,1.1
Bone,Jordan Bone,PG,Guard,5.3,1.2,0.25,0.2,0.0,0.4,0.8,0.1,0.0,0.2,0.6
Clarkson,Jordan Clarkson,SG,Guard,26.8,14.6,0.448,0.339,0.819,3.1,2.6,0.8,0.1,1.6,1.6
Crawford,Jordan Crawford,SG,Guard,22.2,11.6,0.423,0.360,0.851,2.1,3.0,0.6,0.1,1.7,1.5
Farmar,Jordan Farmar,PG,Guard,19.6,7.7,0.412,0.380,0.702,1.8,3.1,0.8,0.1,1.4,1.3
Hamilton,Jordan Hamilton,SF,Wing,14.6,6.0,0.412,0.370,0.470,2.9,1.0,0.4,0.1,0.7,1.1
Hill,Jordan Hill,PF,Front,16.7,6.8,0.484,0.034,0.726,5.2,0.6,0.3,0.5,0.9,2.0
Loyd,Jordan Loyd,PG,Guard,4.6,2.4,0.444,0.5,0.818,0.8,0.5,0.0,0.0,0.2,0.4
McLaughlin,Jordan McLaughlin,PG,Guard,19.7,7.6,0.489,0.382,0.667,1.6,4.2,1.1,0.1,1.0,1.0
McRae,Jordan McRae,SG,Guard,13.2,6.5,0.424,0.362,0.776,1.7,1.3,0.3,0.2,0.7,1.1
Mickey,Jordan Mickey,PF,Front,7.1,2.2,0.427,0.041,0.585,1.9,0.2,0.1,0.4,0.4,0.8
Poole,Jordan Poole,SG,Guard,22.4,8.8,0.333,0.279,0.797,2.1,2.4,0.6,0.2,1.3,1.6
Sibert,Jordan Sibert,SG,Guard,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams,Jordan Williams,C,Front,14.8,4.6,0.507,0.0,0.652,3.6,0.3,0.5,0.3,0.5,1.4
Garbajosa,Jorge Garbajosa,PF,Front,19.5,5.8,0.37,0.358,0.365,3.5,1.1,0.8,0.1,0.5,0.8
Gutierrez,Jorge Gutierrez,PG,Guard,10.1,2.8,0.515,0.083,0.783,1.1,1.5,0.4,0.0,0.6,1.3
Calderon,Jose Calderon,PG,Guard,25.7,8.4,0.460,0.373,0.866,2.3,5.5,0.7,0.0,1.4,1.6
Forte,Joseph Forte,SG,Guard,4.9,1.1,0.184,0.0,0.833,0.7,0.7,0.2,0.0,0.5,0.2
Akognon,Josh Akognon,PG,Guard,3.0,1.7,0.5,0.5,0.0,0.3,0.3,0.0,0.0,0.0,1.0
Boone,Josh Boone,PF,Front,17.2,5.1,0.544,0.0,0.426,4.8,0.5,0.4,0.7,0.6,1.8
Childress,Josh Childress,SG,Guard,21.3,6.7,0.429,0.249,0.522,3.7,1.2,0.6,0.3,0.8,1.4
Davis,Josh Davis,PG,Guard,6.2,1.7,0.358,0.166,0.747,1.4,0.2,0.2,0.0,0.3,0.9
Gray,Josh Gray,PG,Guard,14.3,3.7,0.384,0.115,0.318,1.5,1.7,0.8,0.2,1.9,1.0
Harrellson,Josh Harrellson,PF,Front,9.9,3.0,0.443,0.308,0.609,2.5,0.2,0.3,0.3,0.4,1.1
Hart,Josh Hart,SG,Guard,25.3,8.6,0.430,0.358,0.712,4.8,1.4,0.9,0.4,0.9,2.1
Howard,Josh Howard,SF,Wing,28.2,13.0,0.430,0.314,0.734,5.1,1.4,0.9,0.4,1.3,2.4
Huestis,Josh Huestis,PF,Front,13.5,4.0,0.430,0.484,0.099,2.9,0.6,0.1,0.8,0.3,0.6
Jackson,Josh Jackson,SF,Wing,23.4,11.6,0.423,0.302,0.654,4.0,1.8,0.9,0.5,1.8,2.5
Magette,Josh Magette,PG,Guard,8.4,2.0,0.329,0.307,0.75,0.9,1.9,0.4,0.1,0.5,0.7
McRoberts,Josh McRoberts,PF,Front,15.0,4.1,0.429,0.262,0.556,3.0,1.5,0.4,0.3,0.7,1.6
Okogie,Josh Okogie,SG,Guard,24.3,8.1,0.406,0.272,0.762,3.5,1.4,1.1,0.4,1.1,2.2
Powell,Josh Powell,PF,Front,13.1,3.8,0.424,0.062,0.634,3.1,0.4,0.1,0.3,0.8,1.4
Reaves,Josh Reaves,SG,Guard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richardson,Josh Richardson,SG,Guard,30.1,12.0,0.427,0.370,0.788,3.1,2.8,1.0,0.6,1.4,2.4
Selby,Josh Selby,PG,Guard,7.2,2.1,0.310,0.15,0.711,0.5,0.7,0.2,0.0,0.8,0.6
Smith,Josh Smith,PF,Front,30.0,13.3,0.432,0.234,0.574,6.9,2.8,1.1,1.7,2.2,2.6
Holiday,Jrue Holiday,PG,Guard,33.1,15.8,0.450,0.362,0.780,3.9,6.5,1.5,0.5,2.7,2.3
Navarro,Juan Carlos Navarro,SG,Guard,25.8,10.9,0.402,0.361,0.849,2.6,2.2,0.6,0.0,1.6,1.1
Dixon,Juan Dixon,PG,Guard,18.7,7.9,0.407,0.343,0.836,1.8,1.7,0.7,0.0,1.2,1.6
Hernangomez,Juancho Hernangomez,PF,Front,15.3,5.0,0.420,0.348,0.742,3.2,0.6,0.3,0.2,0.5,1.1
Hawkins,Juaquin Hawkins,SG,Guard,11.7,2.3,0.385,0.417,0.5,1.3,0.8,0.5,0.1,0.5,1.0
Buechler,Jud Buechler,SF,Wing,11.6,2.5,0.418,0.383,0.625,1.7,0.6,0.3,0.1,0.3,1.1
Washburn,Julian Washburn,SF,Wing,14.1,2.2,0.333,0.208,0.75,2.3,0.8,0.7,0.1,0.4,0.9
Wright,Julian Wright,SF,Wing,13.2,3.9,0.503,0.261,0.581,2.3,0.8,0.5,0.3,0.7,0.8
Hodge,Julius Hodge,SG,Guard,4.7,1.3,0.442,0.0,0.562,0.7,0.8,0.2,0.0,0.4,0.6
Randle,Julius Randle,PF,Front,26.8,13.9,0.465,0.231,0.603,7.5,2.3,0.5,0.3,2.2,2.8
Stone,Julyan Stone,SG,Guard,7.1,1.2,0.573,0.223,0.661,1.0,0.9,0.2,0.1,0.3,0.8
Jones,Jumaine Jones,SF,Wing,19.3,6.4,0.397,0.334,0.739,3.8,0.7,0.6,0.2,0.7,1.7
Harrington,Junior Harrington,SG,Guard,20.7,5.3,0.379,0.278,0.718,2.5,2.8,0.8,0.2,1.7,2.7
Anderson,Justin Anderson,SF,Wing,11.4,4.3,0.367,0.241,0.714,2.1,0.5,0.3,0.3,0.4,1.0
Dentmon,Justin Dentmon,PG,Guard,8.6,2.1,0.178,0.071,0.333,0.6,0.8,0.1,0.0,0.6,0.8
Hamilton,Justin Hamilton,C,Front,14.9,5.1,0.462,0.320,0.86,2.7,0.6,0.6,0.4,0.6,1.3
Harper,Justin Harper,PF,Front,7.7,2.6,0.369,0.294,0.166,0.9,0.2,0.1,0.0,0.7,0.5
Holiday,Justin Holiday,SG,Guard,21.3,7.4,0.390,0.342,0.803,2.6,1.4,0.8,0.4,0.8,1.4
Jackson,Justin Jackson,SF,Wing,19.3,6.5,0.429,0.320,0.775,2.6,1.0,0.3,0.2,0.3,1.1
James,Justin James,SG,Guard,6.4,2.5,0.423,0.346,0.476,0.9,0.5,0.2,0.3,0.2,0.5
Patton,Justin Patton,C,Front,5.2,1.8,0.395,0.083,0.166,1.0,0.4,0.5,0.0,0.1,1.1
Reed,Justin Reed,PF,Front,8.9,2.9,0.431,0.0,0.775,1.1,0.4,0.1,0.1,0.4,1.3
Robinson,Justin Robinson,PG,Guard,5.4,1.4,0.417,0.6,0.0,0.6,0.8,0.0,0.1,0.3,0.2
Williams,Justin Williams,C,Front,9.0,3.2,0.531,0.0,0.336,3.2,0.0,0.2,0.4,0.4,1.3
Wright-Foreman,Justin Wright-Foreman,PG,Guard,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winslow,Justise Winslow,SF,Wing,29.9,9.8,0.404,0.290,0.646,5.5,3.1,0.9,0.3,1.7,2.7
Nurkic,Jusuf Nurkic,C,Front,22.0,11.0,0.476,0.020,0.645,7.6,1.8,0.8,1.2,1.9,3.0
Howard,Juwan Howard,PF,Front,22.3,9.0,0.451,0.038,0.807,4.6,1.3,0.4,0.1,1.3,2.2
Morgan,Juwan Morgan,PF,Front,4.6,1.2,0.529,0.2,0.0,1.2,0.1,0.0,0.1,0.2,0.4
McDaniels,KJ McDaniels,SF,Wing,12.8,4.8,0.418,0.29,0.798,2.0,0.6,0.4,0.5,0.9,1.2
Okpala,KZ Okpala,SF,Wing,5.2,1.4,0.6,0.0,0.5,1.0,0.2,0.4,0.2,0.2,0.4
Allen,Kadeem Allen,PG,Guard,13.1,5.3,0.388,0.261,0.730,1.4,2.2,0.5,0.1,0.9,1.3
Lucas,Kalin Lucas,PG,Guard,6.0,1.0,0.0,0.0,0.5,1.5,0.5,0.5,0.0,0.0,1.0
Dickens,Kaniel Dickens,SF,Wing,3.9,1.3,0.539,0.111,0.5,0.5,0.1,0.0,0.1,0.1,0.5
Rush,Kareem Rush,SG,Guard,15.7,5.6,0.387,0.338,0.641,1.5,0.9,0.4,0.2,0.8,1.2
Malone,Karl Malone,PF,Front,35.6,19.8,0.474,0.243,0.774,8.3,4.3,1.4,0.6,2.8,2.7
Towns,Karl-Anthony Towns,C,Front,34.3,23.1,0.531,0.388,0.826,11.6,2.9,0.8,1.4,2.5,3.3
Powell,Kasib Powell,SF,Wing,27.6,7.6,0.368,0.242,0.667,4.0,1.6,0.8,0.2,0.5,1.6
Leonard,Kawhi Leonard,SF,Wing,30.2,18.3,0.490,0.372,0.835,6.2,2.6,1.8,0.7,1.6,1.6
Felder,Kay Felder,PG,Guard,9.0,3.8,0.346,0.264,0.815,1.0,1.3,0.3,0.1,0.8,0.8
Brown,Kedrick Brown,SF,Wing,11.5,2.9,0.37,0.161,0.663,2.1,0.6,0.5,0.1,0.4,0.9
Bates-Diop,Keita Bates-Diop,SF,Wing,16.9,5.8,0.425,0.290,0.676,2.8,0.7,0.5,0.5,0.4,1.0
Appling,Keith Appling,PG,Guard,5.4,1.2,0.25,0.0,1.0,0.2,0.2,0.2,0.0,0.6,1.0
Benson,Keith Benson,C,Front,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bogans,Keith Bogans,SG,Guard,20.2,5.7,0.402,0.357,0.716,2.4,1.1,0.5,0.0,0.7,1.8
Langford,Keith Langford,SG,Guard,5.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
McLeod,Keith McLeod,PG,Guard,17.8,5.2,0.355,0.249,0.804,1.3,2.6,0.7,0.1,1.2,1.7
Van Horn,Keith Van Horn,SF,Wing,29.1,13.9,0.447,0.373,0.819,6.1,1.4,0.7,0.3,1.8,2.8
Martin,Kelan Martin,SF,Wing,16.0,6.4,0.392,0.26,0.968,3.1,0.7,0.2,0.3,0.6,1.6
Johnson,Keldon Johnson,SF,Wing,10.2,4.6,0.516,0.4,0.7,1.9,0.7,0.6,0.1,0.3,1.0
Azubuike,Kelenna Azubuike,SG,Guard,20.3,9.2,0.454,0.389,0.597,3.1,0.8,0.5,0.4,1.0,1.5
Olynyk,Kelly Olynyk,PF,Front,21.1,9.6,0.477,0.374,0.774,4.8,1.8,0.7,0.4,1.4,2.7
Oubre Jr.,Kelly Oubre Jr.,SF,Wing,24.2,11.1,0.429,0.323,0.753,4.2,0.9,0.9,0.4,1.0,2.6
Cato,Kelvin Cato,C,Front,18.2,4.8,0.487,0.0,0.661,4.9,0.3,0.5,1.0,0.7,2.2
Walker,Kemba Walker,PG,Guard,33.6,19.7,0.413,0.350,0.835,3.8,5.3,1.2,0.3,2.1,1.5
Johnson,Ken Johnson,PF,Front,9.8,2.0,0.405,0.0,0.333,2.0,0.0,0.1,0.8,0.4,1.3
Gill,Kendall Gill,SG,Guard,24.2,7.8,0.385,0.262,0.759,3.2,1.9,1.0,0.2,1.1,2.1
Marshall,Kendall Marshall,PG,Guard,17.9,4.7,0.399,0.358,0.67,1.4,4.3,0.6,0.0,1.6,1.0
Nunn,Kendrick Nunn,SG,Guard,29.8,15.6,0.448,0.362,0.837,2.7,3.4,0.8,0.2,1.6,2.3
Perkins,Kendrick Perkins,C,Front,19.9,4.8,0.514,0.0,0.581,5.1,1.0,0.3,0.9,1.4,2.4
Faried,Kenneth Faried,PF,Front,23.2,10.8,0.549,0.118,0.659,7.7,0.9,0.6,0.7,1.2,2.3
