LAST_NAME,PLAYER_NAME,POSITION,GEN_POST,MPG,PPG,FG_PCT,FG3_PCT,FT_PCT,RPG,APG,SPG,BPG,TPG,FPG
Songaila,Darius Songaila,PF,Front,17.4,6.4,0.496,0.070,0.805,3.1,1.0,0.5,0.2,0.9,2.3
Washington,Darius Washington,SG,Guard,8.1,2.9,0.438,0.333,0.537,1.1,0.8,0.3,0.0,0.8,0.9
Milicic,Darko Milicic,C,Front,15.7,4.8,0.392,0.0,0.510,3.5,0.7,0.3,1.0,1.1,1.9
Jackson,Darnell Jackson,PF,Front,7.0,1.9,0.405,0.174,0.654,1.3,0.1,0.1,0.1,0.4,1.0
Armstrong,Darrell Armstrong,PG,Guard,22.3,7.8,0.383,0.313,0.824,2.6,3.5,1.2,0.1,1.5,1.6
Arthur,Darrell Arthur,PF,Front,16.5,6.0,0.442,0.230,0.742,3.2,0.7,0.5,0.5,0.8,2.2
Collison,Darren Collison,PG,Guard,29.6,12.6,0.470,0.388,0.850,2.6,5.0,1.1,0.1,1.9,1.7
Martin,Darrick Martin,PG,Guard,9.2,2.5,0.276,0.271,0.758,0.4,1.3,0.3,0.0,0.3,1.1
Hilliard,Darrun Hilliard,SG,Guard,8.9,2.8,0.344,0.213,0.777,0.8,0.7,0.1,0.0,0.5,0.7
Watkins,Darryl Watkins,C,Front,13.7,2.9,0.416,0.0,0.45,3.3,0.3,0.6,0.5,1.2,1.8
Ham,Darvin Ham,SF,Wing,12.6,2.6,0.491,0.262,0.512,2.3,0.5,0.3,0.3,0.8,1.8
Macon,Daryl Macon,SG,Guard,7.4,2.2,0.351,0.477,0.285,0.7,0.6,0.0,0.0,0.6,0.6
Andersen,David Andersen,C,Front,11.7,4.6,0.447,0.347,0.661,2.7,0.5,0.1,0.2,0.6,1.4
Benoit,David Benoit,SF,Wing,9.1,3.6,0.483,0.385,0.795,1.7,0.4,0.1,0.1,0.6,1.5
Harrison,David Harrison,C,Front,13.4,4.7,0.531,0.0,0.523,2.7,0.2,0.3,0.9,1.1,2.7
Lee,David Lee,SF,Wing,28.7,13.2,0.543,0.027,0.754,8.6,2.1,0.7,0.4,1.7,2.5
Noel,David Noel,PF,Front,11.6,2.7,0.367,0.321,0.86,1.8,1.0,0.4,0.1,0.6,1.1
Nwaba,David Nwaba,SF,Wing,19.0,6.3,0.514,0.323,0.661,3.3,0.9,0.7,0.4,0.6,1.9
Robinson,David Robinson,C,Front,28.4,11.7,0.487,0.0,0.712,8.2,1.2,0.9,2.0,1.3,2.4
Stockton,David Stockton,PG,Guard,7.0,3.0,0.5,0.583,0.75,0.3,1.5,0.3,0.0,0.8,0.6
Vanterpool,David Vanterpool,PG,Guard,18.6,5.5,0.418,0.0,0.6,1.7,3.0,1.0,0.1,1.7,2.0
Wear,David Wear,PF,Front,3.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5
Wesley,David Wesley,PG,Guard,31.8,12.2,0.391,0.347,0.777,2.2,3.0,1.1,0.1,1.5,2.3
West,David West,PF,Front,27.7,13.2,0.497,0.268,0.792,6.3,2.1,0.7,0.7,1.5,2.3
Wingate,David Wingate,SG,Guard,9.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Bertans,Davis Bertans,PF,Front,19.2,8.4,0.441,0.406,0.843,2.8,1.1,0.4,0.4,0.6,1.6
Reed,Davon Reed,SG,Guard,8.1,2.1,0.353,0.394,0.333,1.2,0.4,0.3,0.0,0.3,0.5
Fox,De'Aaron Fox,PG,Guard,30.3,16.4,0.448,0.328,0.717,3.5,6.1,1.3,0.4,2.7,2.5
Hunter,De'Andre Hunter,SF,Wing,32.0,12.3,0.41,0.355,0.764,4.5,1.8,0.7,0.3,1.6,2.9
Melton,De'Anthony Melton,PG,Guard,19.5,6.5,0.405,0.310,0.785,3.2,3.1,1.3,0.4,1.5,2.0
Jordan,DeAndre Jordan,C,Front,27.1,9.2,0.662,0.020,0.485,10.5,0.9,0.5,1.5,1.3,2.5
Liggins,DeAndre Liggins,SG,Guard,8.0,1.9,0.538,0.219,0.399,1.2,0.4,0.4,0.1,0.4,0.7
Bembry,DeAndre' Bembry,SG,Guard,18.0,5.5,0.448,0.235,0.533,3.0,1.7,0.8,0.3,1.3,1.6
Blair,DeJuan Blair,PF,Front,14.8,5.9,0.502,0.0,0.590,4.4,0.7,0.6,0.2,0.9,2.2
DeRozan,DeMar DeRozan,SG,Guard,34.1,20.0,0.459,0.256,0.823,4.3,3.5,0.9,0.3,2.0,2.2
Cousins,DeMarcus Cousins,C,Front,31.8,21.2,0.462,0.229,0.734,10.8,3.3,1.4,1.2,3.5,3.8
Nelson,DeMarcus Nelson,PG,Guard,13.2,4.1,0.444,0.0,0.357,1.8,1.0,0.7,0.2,1.2,1.8
Carroll,DeMarre Carroll,SF,Wing,21.1,7.8,0.413,0.283,0.753,3.7,1.1,0.8,0.2,0.7,1.7
Jones,DeQuan Jones,SF,Wing,12.7,3.7,0.436,0.257,0.667,1.7,0.3,0.3,0.3,0.5,0.9
Diop,DeSagana Diop,C,Front,12.4,1.6,0.404,0.041,0.324,3.1,0.4,0.3,0.8,0.5,1.7
Stevenson,DeShawn Stevenson,SF,Wing,21.3,6.6,0.378,0.274,0.665,2.1,1.5,0.5,0.1,0.9,1.3
Akoon-Purcell,DeVaughn Akoon-Purcell,SG,Guard,3.1,1.0,0.3,0.0,0.5,0.6,0.9,0.3,0.0,0.3,0.6
Garrett,Dean Garrett,C,Front,8.6,1.8,0.404,0.0,0.346,2.4,0.2,0.3,0.5,0.3,1.1
Oliver,Dean Oliver,PG,Guard,6.6,1.8,0.305,0.160,0.771,0.7,1.3,0.3,0.0,0.6,0.7
Wade,Dean Wade,PF,Front,5.9,1.7,0.692,0.5,0.0,1.6,0.2,0.2,0.3,0.3,0.7
Ayton,Deandre Ayton,C,Front,31.9,17.6,0.566,0.0,0.757,11.1,1.8,0.8,1.3,2.1,3.0
Brown,Dee Brown,PG,Guard,13.6,3.0,0.302,0.241,0.512,1.3,1.4,0.4,0.0,0.7,1.1
Murray,Dejounte Murray,PG,Guard,18.3,7.3,0.449,0.344,0.735,4.2,2.7,1.0,0.3,1.5,1.6
Curry,Dell Curry,SG,Guard,14.6,6.2,0.415,0.386,0.867,1.2,1.1,0.4,0.1,0.6,0.9
Wright,Delon Wright,SG,Guard,18.0,6.6,0.448,0.353,0.783,2.7,2.5,0.9,0.3,0.9,1.0
West,Delonte West,PG,Guard,25.7,9.0,0.446,0.363,0.817,2.7,3.3,1.0,0.3,1.5,1.8
Nichols,Demetris Nichols,SF,Wing,3.3,1.4,0.297,0.115,0.25,0.4,0.2,0.0,0.2,0.1,0.3
Jackson,Demetrius Jackson,PG,Guard,5.0,2.2,0.557,0.492,0.666,0.7,0.6,0.1,0.0,0.3,0.3
Adel,Deng Adel,SF,Wing,10.2,1.7,0.306,0.261,1.0,1.0,0.3,0.1,0.2,0.3,0.7
Gai,Deng Gai,C,Front,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horner,Dennis Horner,PF,Front,2.8,0.6,0.25,0.0,0.75,0.6,0.0,0.0,0.0,0.1,0.1
Schroder,Dennis Schroder,PG,Guard,25.1,13.7,0.428,0.323,0.807,2.7,4.4,0.7,0.1,2.3,1.8
Smith Jr.,Dennis Smith Jr.,PG,Guard,24.6,11.4,0.387,0.310,0.612,3.0,4.3,1.0,0.3,2.4,2.1
Valentine,Denzel Valentine,SG,Guard,19.3,7.3,0.393,0.357,0.757,3.2,1.8,0.6,0.1,0.9,1.7
Burton,Deonte Burton,SG,Guard,7.9,2.7,0.386,0.256,0.583,1.1,0.3,0.1,0.3,0.3,0.9
Johnson,DerMarr Johnson,SF,Wing,14.8,5.5,0.413,0.328,0.687,1.8,0.7,0.5,0.3,0.8,1.5
Anderson,Derek Anderson,SG,Guard,27.3,10.5,0.396,0.353,0.830,3.0,3.1,0.9,0.1,1.4,1.9
Fisher,Derek Fisher,PG,Guard,27.1,9.1,0.395,0.371,0.838,2.1,2.9,1.1,0.0,1.1,2.2
Strong,Derek Strong,PF,Front,17.6,4.2,0.385,0.0,0.757,3.9,0.3,0.5,0.0,0.8,1.1
Williams,Deron Williams,PG,Guard,34.0,16.3,0.441,0.358,0.816,3.0,8.0,1.0,0.2,2.8,2.4
Brown,Derrick Brown,SF,Wing,14.4,5.0,0.515,0.345,0.622,2.3,0.6,0.5,0.2,0.6,1.2
Byars,Derrick Byars,PF,Front,18.5,5.0,0.273,0.0,1.0,5.5,0.5,1.0,0.0,0.0,1.0
Caracter,Derrick Caracter,C,Front,5.2,2.0,0.485,0.0,0.739,1.0,0.2,0.1,0.2,0.5,1.1
Coleman,Derrick Coleman,PF,Front,23.6,8.4,0.381,0.255,0.807,5.9,1.1,0.5,0.6,1.3,2.1
Dial,Derrick Dial,SG,Guard,8.4,2.9,0.365,0.171,0.690,1.4,0.6,0.3,0.1,0.3,0.6
Favors,Derrick Favors,PF,Front,25.6,11.3,0.531,0.104,0.650,7.4,1.1,0.7,1.2,1.3,2.5
Jones Jr.,Derrick Jones Jr.,SF,Wing,18.2,6.0,0.491,0.254,0.690,3.1,0.6,0.6,0.6,0.5,1.8
McKey,Derrick McKey,SF,Wing,17.0,2.5,0.433,0.308,0.746,2.9,1.1,0.8,0.1,0.6,2.1
Rose,Derrick Rose,PG,Guard,31.0,17.9,0.446,0.288,0.831,3.2,5.2,0.7,0.3,2.6,1.2
Walton Jr.,Derrick Walton Jr.,PG,Guard,9.3,1.9,0.391,0.414,0.889,0.8,1.0,0.3,0.1,0.1,0.6
White,Derrick White,PG,Guard,19.3,7.8,0.474,0.436,0.776,2.8,2.6,0.6,0.6,1.0,1.6
Williams,Derrick Williams,PF,Front,18.2,7.6,0.408,0.254,0.602,3.4,0.5,0.4,0.2,0.8,1.0
Zimmerman,Derrick Zimmerman,PG,Guard,16.0,2.0,0.667,0.0,0.0,2.0,3.5,0.0,0.0,2.0,2.0
Farmer,Desmon Farmer,SG,Guard,11.0,2.9,0.309,0.25,1.0,1.0,0.9,0.0,0.0,0.7,1.1
Ferguson,Desmond Ferguson,SF,Wing,4.6,1.9,0.417,0.375,0.0,0.6,0.1,0.0,0.0,0.1,0.0
Mason,Desmond Mason,SG,Guard,28.7,10.8,0.444,0.135,0.719,4.2,1.4,0.6,0.3,1.5,2.1
Penigar,Desmond Penigar,PF,Front,8.9,3.2,0.5,0.0,1.0,2.4,0.3,0.2,0.2,0.6,1.4
Schrempf,Detlef Schrempf,PF,Front,15.2,4.0,0.411,0.375,0.852,3.0,1.7,0.3,0.1,1.1,1.7
George,Devean George,SF,Wing,19.0,5.7,0.383,0.334,0.728,3.1,0.8,0.7,0.3,0.7,2.0
Booker,Devin Booker,SG,Guard,33.6,22.7,0.446,0.355,0.866,3.7,4.8,0.8,0.2,3.3,3.0
Brown,Devin Brown,SG,Guard,18.2,6.7,0.394,0.287,0.778,2.6,1.3,0.5,0.1,1.0,1.5
Ebanks,Devin Ebanks,SF,Wing,10.9,3.5,0.385,0.224,0.742,1.9,0.3,0.3,0.2,0.5,0.9
Green,Devin Green,SG,Guard,5.0,0.9,0.214,0.0,0.619,0.9,0.3,0.1,0.0,0.2,0.5
Harris,Devin Harris,SG,Guard,24.2,10.7,0.428,0.316,0.787,2.1,3.9,0.9,0.2,1.7,2.1
Robinson,Devin Robinson,SF,Wing,13.3,4.3,0.463,0.0,0.321,3.9,0.4,0.8,0.4,0.1,1.8
Hall,Devon Hall,SG,Guard,4.0,1.0,0.2,0.0,0.75,0.2,0.6,0.0,0.0,0.2,0.2
Graham,Devonte' Graham,PG,Guard,24.9,11.4,0.362,0.327,0.790,2.4,5.0,0.7,0.1,1.7,1.4
Marble,Devyn Marble,SG,Guard,10.9,2.2,0.307,0.216,0.365,1.6,0.7,0.5,0.0,0.4,0.9
Hernandez,Dewan Hernandez,C,Front,2.8,1.0,0.2,0.0,1.0,1.8,0.0,0.3,0.0,0.3,1.5
Dedmon,Dewayne Dedmon,C,Front,17.7,6.1,0.516,0.134,0.723,5.8,0.6,0.5,0.8,0.9,2.5
Pittman,Dexter Pittman,C,Front,4.6,1.1,0.291,0.0,0.160,1.5,0.0,0.0,0.0,0.4,0.9
Davis,Deyonta Davis,C,Front,11.6,3.8,0.600,0.0,0.607,3.2,0.4,0.2,0.5,0.3,1.4
Stone,Diamond Stone,C,Front,3.4,1.4,0.231,0.0,1.0,0.9,0.0,0.0,0.1,0.3,0.7
Garrett,Diante Garrett,PG,Guard,11.3,2.8,0.354,0.287,0.666,1.1,1.6,0.5,0.0,0.9,0.7
Simpkins,Dickey Simpkins,C,Front,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thompson,Dijon Thompson,SF,Wing,6.3,2.8,0.420,0.182,0.916,1.2,0.2,0.1,0.0,0.2,0.4
Mutombo,Dikembe Mutombo,C,Front,21.0,5.2,0.482,0.0,0.718,6.9,0.4,0.2,1.5,0.9,2.0
Brooks,Dillon Brooks,SF,Wing,25.1,11.4,0.414,0.366,0.763,2.6,1.5,0.7,0.2,1.4,3.1
Glover,Dion Glover,SG,Guard,19.1,7.4,0.404,0.268,0.758,2.9,1.4,0.7,0.2,1.0,1.6
Waiters,Dion Waiters,SG,Guard,26.7,12.9,0.407,0.360,0.588,2.8,2.7,0.8,0.3,1.7,1.9
Christmas,Dionte Christmas,SF,Wing,6.4,2.3,0.355,0.29,0.75,1.2,0.3,0.1,0.1,0.2,0.6
Nowitzki,Dirk Nowitzki,PF,Front,33.5,20.8,0.466,0.383,0.877,7.6,2.4,0.7,0.8,1.5,2.3
Sabonis,Domantas Sabonis,PF,Front,26.0,12.5,0.510,0.363,0.711,8.2,2.7,0.6,0.4,1.9,2.9
McGuire,Dominic McGuire,SG,Guard,14.8,2.5,0.408,0.111,0.494,3.2,1.1,0.4,0.5,0.6,1.4
Jones,Dominique Jones,SG,Guard,9.1,3.0,0.358,0.078,0.756,1.4,1.7,0.3,0.1,0.9,0.7
MacLean,Don MacLean,PF,Front,9.5,3.9,0.5,1.0,0.75,2.3,0.5,0.6,0.1,1.3,1.1
Reid,Don Reid,PF,Front,10.7,2.5,0.346,0.0,0.586,2.1,0.2,0.2,0.4,0.5,3.1
Sloan,Donald Sloan,PG,Guard,16.4,5.1,0.393,0.276,0.739,1.9,2.7,0.3,0.0,1.0,0.8
Motiejunas,Donatas Motiejunas,PF,Front,14.9,5.9,0.459,0.237,0.497,3.0,0.8,0.3,0.2,1.0,2.0
Taylor,Donell Taylor,SG,Guard,8.5,2.7,0.395,0.205,0.611,1.0,0.9,0.5,0.1,0.6,0.8
Harvey,Donnell Harvey,SF,Wing,12.1,4.3,0.591,0.028,0.675,3.2,0.5,0.3,0.3,0.7,1.7
Marshall,Donny Marshall,SF,Wing,4.0,0.7,0.138,0.25,0.333,1.0,0.1,0.1,0.0,0.2,0.3
Mitchell,Donovan Mitchell,SG,Guard,33.8,22.8,0.440,0.355,0.823,4.0,4.0,1.3,0.3,2.7,2.6
Smith,Donta Smith,SF,Wing,8.4,2.5,0.472,0.386,0.594,1.0,0.7,0.4,0.0,0.4,1.1
DiVincenzo,Donte DiVincenzo,SG,Guard,19.1,7.1,0.432,0.304,0.759,3.6,1.7,0.9,0.2,0.9,1.5
Grantham,Donte Grantham,SF,Wing,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greene,Donte Greene,PF,Front,16.4,5.8,0.394,0.291,0.739,2.3,0.6,0.4,0.4,0.8,1.4
Jefferson,Dontell Jefferson,SG,Guard,14.0,4.8,0.5,0.5,0.667,2.0,1.5,0.7,0.2,1.0,1.5
Marshall,Donyell Marshall,PF,Front,23.8,10.2,0.442,0.360,0.724,6.0,1.1,0.7,0.8,1.1,2.0
Wright,Dorell Wright,SF,Wing,18.9,6.7,0.411,0.293,0.789,3.3,1.2,0.7,0.3,0.8,1.2
Finney-Smith,Dorian Finney-Smith,SF,Wing,23.9,6.7,0.413,0.319,0.729,4.1,1.1,0.6,0.3,0.8,2.0
Lamb,Doron Lamb,SG,Guard,12.7,3.4,0.381,0.389,0.697,0.9,0.7,0.2,0.0,0.5,1.0
Christie,Doug Christie,SG,Guard,29.4,8.0,0.403,0.268,0.806,3.4,3.3,1.6,0.3,1.5,2.1
McDermott,Doug McDermott,SF,Wing,18.9,7.8,0.458,0.398,0.803,2.1,0.7,0.1,0.0,0.6,1.3
Overton,Doug Overton,PG,Guard,15.6,3.9,0.365,0.231,0.646,1.3,2.1,0.3,0.0,1.0,1.3
West,Doug West,SG,Guard,11.5,1.9,0.289,0.0,0.857,1.0,0.9,0.2,0.3,0.3,1.4
Bender,Dragan Bender,PF,Front,18.6,5.4,0.408,0.302,0.609,3.8,1.2,0.3,0.5,1.0,2.0
Tarlac,Dragan Tarlac,C,Front,13.9,2.4,0.394,0.0,0.758,2.8,0.7,0.2,0.4,0.9,2.2
Green,Draymond Green,PF,Front,28.3,8.9,0.421,0.305,0.722,6.8,5.1,1.3,1.0,2.1,2.7
Eubanks,Drew Eubanks,PF,Front,7.1,2.7,0.663,0.5,0.786,2.0,0.3,0.1,0.3,0.5,1.0
Gooden,Drew Gooden,PF,Front,23.2,9.9,0.444,0.208,0.760,6.4,1.0,0.6,0.5,1.3,2.3
Gordon,Drew Gordon,PF,Front,7.9,1.9,0.421,0.0,0.5,2.0,0.2,0.1,0.0,0.9,0.8
Causwell,Duane Causwell,C,Front,12.4,2.5,0.376,0.0,0.48,2.7,0.2,0.3,0.6,0.7,2.2
Dukan,Duje Dukan,SF,Wing,24.0,6.0,0.2,0.4,0.0,4.0,1.0,1.0,0.0,0.0,2.0
Robinson,Duncan Robinson,SF,Wing,20.3,8.3,0.429,0.367,0.786,2.3,0.8,0.4,0.1,0.6,1.7
Hannahs,Dusty Hannahs,SG,Guard,9.7,5.0,0.347,0.333,1.0,0.5,1.2,0.2,0.0,0.2,0.5
Bacon,Dwayne Bacon,SG,Guard,16.2,5.4,0.399,0.325,0.733,2.3,1.0,0.3,0.0,0.5,1.3
Jones,Dwayne Jones,PF,Front,6.2,1.0,0.300,0.0,0.422,1.8,0.0,0.0,0.1,0.3,0.9
Buycks,Dwight Buycks,PG,Guard,15.1,6.3,0.392,0.421,0.889,1.6,1.6,0.6,0.0,1.3,0.8
Howard,Dwight Howard,C,Front,32.9,16.4,0.595,0.137,0.560,12.0,1.3,0.9,1.8,2.7,3.2
Powell,Dwight Powell,PF,Front,18.1,7.3,0.549,0.262,0.735,4.3,0.9,0.6,0.4,0.6,2.0
Wade,Dwyane Wade,SG,Guard,33.9,21.8,0.478,0.275,0.760,4.6,5.3,1.5,0.8,3.1,2.2
Musa,Dzanan Musa,SF,Wing,7.9,3.1,0.384,0.165,0.375,1.3,0.5,0.3,0.0,0.6,0.3
Moore,E'Twaun Moore,PG,Guard,20.3,7.7,0.444,0.385,0.744,1.9,1.6,0.6,0.2,0.8,1.5
Barron,Earl Barron,C,Front,13.3,4.2,0.366,0.072,0.588,3.6,0.3,0.2,0.2,0.7,2.0
Boykins,Earl Boykins,PG,Guard,19.3,8.4,0.404,0.313,0.857,1.3,3.1,0.5,0.0,1.1,0.9
Clark,Earl Clark,PF,Front,12.9,4.0,0.391,0.226,0.602,2.7,0.4,0.3,0.4,0.6,1.2
Watson,Earl Watson,PF,Front,21.1,5.8,0.391,0.299,0.718,2.1,4.2,0.9,0.1,1.6,1.9
Davis,Ed Davis,PF,Front,19.1,5.8,0.551,0.0,0.577,6.3,0.7,0.4,0.7,0.7,2.4
Basden,Eddie Basden,SF,Wing,7.4,2.1,0.405,0.143,0.8,1.5,0.4,0.5,0.1,0.5,0.9
Gill,Eddie Gill,PG,Guard,11.1,3.1,0.405,0.376,0.729,1.0,1.5,0.5,0.0,0.8,1.1
Griffin,Eddie Griffin,PF,Front,19.6,6.1,0.352,0.237,0.694,5.1,0.7,0.2,1.5,0.7,1.5
House,Eddie House,SG,Guard,17.1,7.3,0.409,0.382,0.850,1.6,1.5,0.6,0.0,0.7,1.2
Jones,Eddie Jones,SG,Guard,32.8,13.4,0.416,0.364,0.803,4.0,2.6,1.2,0.5,1.3,2.6
Robinson,Eddie Robinson,SF,Wing,20.4,7.1,0.489,0.328,0.734,2.7,1.0,0.7,0.3,0.8,1.2
Curry,Eddy Curry,PF,Front,19.2,9.6,0.558,0.181,0.587,3.9,0.3,0.1,0.4,1.8,2.6
Sumner,Edmond Sumner,PG,Guard,8.2,3.1,0.589,0.174,0.430,1.1,0.6,0.3,0.1,0.4,1.1
Najera,Eduardo Najera,PF,Front,16.8,4.4,0.462,0.249,0.605,3.4,0.7,0.6,0.3,0.5,2.1
Ubiles,Edwin Ubiles,SF,Wing,13.0,3.5,0.278,0.2,1.0,2.5,0.3,0.3,0.3,0.3,0.3
Tavares,Edy Tavares,C,Front,10.3,3.1,0.689,0.0,0.187,3.7,0.4,0.0,1.7,0.7,1.1
Rentzias,Efthimios Rentzias,C,Front,4.1,1.5,0.339,0.5,0.889,0.7,0.2,0.2,0.1,0.1,0.6
Udoh,Ekpe Udoh,C,Front,14.0,3.3,0.479,0.0,0.708,2.7,0.6,0.4,1.0,0.5,1.7
Campbell,Elden Campbell,C,Front,19.5,8.3,0.415,0.0,0.751,4.6,0.9,0.5,1.0,1.2,2.5
Recasner,Eldridge Recasner,PG,Guard,7.4,1.6,0.333,0.166,0.889,0.6,0.8,0.1,0.0,0.4,0.7
Payton,Elfrid Payton,PG,Guard,29.2,10.9,0.449,0.284,0.632,4.4,6.7,1.3,0.3,2.4,2.1
Harris,Elias Harris,SF,Wing,5.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0
Okobo,Elie Okobo,PG,Guard,15.6,4.8,0.395,0.323,0.737,1.7,2.2,0.5,0.1,1.0,1.5
Millsap,Elijah Millsap,SF,Wing,13.2,2.8,0.255,0.131,0.632,2.6,0.9,0.5,0.1,0.9,1.7
Perry,Elliot Perry,PG,Guard,17.1,4.2,0.482,0.1,0.613,1.4,2.5,0.9,0.0,2.1,1.8
Williams,Elliot Williams,SG,Guard,10.4,3.5,0.373,0.321,0.516,1.0,0.7,0.2,0.0,0.4,1.0
Brand,Elton Brand,PF,Front,31.0,14.5,0.489,0.083,0.730,7.9,1.9,0.8,1.6,1.7,2.8
Davis,Emanual Davis,SG,Guard,20.9,5.3,0.378,0.325,0.826,2.3,2.0,0.8,0.1,1.3,1.7
Terry,Emanuel Terry,PF,Front,7.7,3.3,0.571,0.0,0.5,2.3,0.7,1.0,0.0,0.7,1.3
Okafor,Emeka Okafor,PF,Front,29.9,11.4,0.510,0.0,0.604,9.2,0.8,0.6,1.5,1.5,2.6
Mudiay,Emmanuel Mudiay,PG,Guard,23.6,10.9,0.409,0.327,0.748,2.9,3.7,0.6,0.2,2.2,1.6
Kanter,Enes Kanter,C,Front,21.5,11.3,0.542,0.266,0.766,7.5,0.8,0.4,0.4,1.5,2.1
Bledsoe,Eric Bledsoe,PG,Guard,27.7,14.3,0.450,0.328,0.774,3.9,4.8,1.4,0.4,2.6,2.0
Dawson,Eric Dawson,C,Front,9.8,3.8,0.583,0.0,0.5,2.5,0.0,0.3,0.5,0.8,1.5
Gordon,Eric Gordon,SG,Guard,32.7,16.8,0.423,0.360,0.806,2.4,2.9,0.9,0.3,2.0,2.0
Maynor,Eric Maynor,SG,Guard,14.2,4.0,0.374,0.345,0.744,1.3,2.6,0.4,0.0,1.0,1.0
Montross,Eric Montross,C,Front,12.7,2.3,0.404,0.0,0.290,3.0,0.3,0.2,0.5,0.6,2.0
Moreland,Eric Moreland,PF,Front,6.8,1.2,0.617,0.25,0.219,2.4,0.5,0.1,0.3,0.5,1.0
Paschall,Eric Paschall,PF,Front,27.6,14.0,0.497,0.287,0.774,4.6,2.1,0.5,0.2,1.6,2.1
Piatkowski,Eric Piatkowski,SF,Wing,15.1,5.6,0.408,0.391,0.834,1.6,0.8,0.3,0.0,0.6,1.0
Snow,Eric Snow,PG,Guard,29.2,7.3,0.386,0.136,0.721,2.6,5.1,1.1,0.1,1.7,2.4
Williams,Eric Williams,SF,Wing,20.3,6.5,0.397,0.329,0.708,2.8,1.2,0.7,0.1,0.9,2.1
Barkley,Erick Barkley,PG,Guard,8.2,2.7,0.358,0.259,0.45,0.6,1.3,0.6,0.0,0.6,0.9
Dampier,Erick Dampier,C,Front,22.7,6.4,0.513,0.027,0.559,6.7,0.7,0.2,1.3,1.3,2.7
Green,Erick Green,PG,Guard,7.1,2.4,0.381,0.249,0.916,0.7,0.6,0.2,0.0,0.1,0.5
Strickland,Erick Strickland,PG,Guard,17.0,5.9,0.379,0.356,0.837,2.1,2.2,0.6,0.0,1.1,1.6
Daniels,Erik Daniels,SF,Wing,3.4,0.6,0.333,0.5,0.0,0.9,0.2,0.1,0.0,0.3,0.3
McCree,Erik McCree,SF,Wing,2.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0
Murphy,Erik Murphy,C,Front,2.6,0.3,0.231,0.0,0.0,0.3,0.1,0.0,0.2,0.1,0.3
Brown,Ernest Brown,C,Front,7.0,1.0,0.166,0.0,0.25,2.0,0.0,0.0,0.3,1.0,1.3
Ilyasova,Ersan Ilyasova,PF,Front,23.2,10.2,0.442,0.365,0.780,5.7,1.1,0.6,0.3,0.9,2.4
Johnson,Ervin Johnson,C,Front,14.9,2.0,0.487,0.166,0.570,4.1,0.2,0.3,0.6,0.4,2.3
Batista,Esteban Batista,PF,Front,7.4,1.6,0.462,0.0,0.597,2.4,0.2,0.2,0.1,0.5,1.4
Thomas,Etan Thomas,PF,Front,15.4,4.9,0.504,0.0,0.623,4.0,0.2,0.2,0.9,0.8,1.9
Bohannon,Etdrick Bohannon,PF,Front,3.0,1.3,0.5,0.0,1.0,1.2,0.0,0.0,0.3,0.2,0.7
Eschmeyer,Evan Eschmeyer,C,Front,11.8,2.1,0.416,0.0,0.670,3.2,0.4,0.5,0.5,0.5,2.3
Fournier,Evan Fournier,SG,Guard,27.5,13.7,0.452,0.380,0.798,2.6,2.5,0.8,0.1,1.6,2.3
Turner,Evan Turner,SG,Guard,25.7,9.1,0.430,0.253,0.785,4.4,3.3,0.7,0.2,1.7,1.8
Melo,Fab Melo,C,Front,6.0,1.2,0.5,0.0,0.25,0.5,0.0,0.3,0.3,0.2,1.2
Oberto,Fabricio Oberto,PF,Front,13.0,2.7,0.575,0.0,0.607,2.9,0.7,0.2,0.1,0.6,2.1
Lopez,Felipe Lopez,SG,Guard,15.5,5.2,0.409,0.394,0.685,2.2,1.0,0.6,0.2,0.8,1.6
Spencer,Felton Spencer,C,Front,7.0,1.5,0.415,0.0,0.557,1.7,0.1,0.1,0.2,0.5,1.7
Ezeli,Festus Ezeli,C,Front,14.0,4.6,0.511,0.0,0.563,4.3,0.3,0.3,0.9,0.7,1.9
Murray,Flip Murray,SG,Guard,20.5,8.8,0.402,0.260,0.711,1.8,2.0,0.7,0.1,1.4,1.4
Elson,Francisco Elson,C,Front,13.0,3.0,0.445,0.087,0.606,2.9,0.4,0.4,0.4,0.6,1.7
Garcia,Francisco Garcia,SG,Guard,20.9,7.3,0.407,0.342,0.737,2.4,1.3,0.7,0.6,0.9,2.1
Jackson,Frank Jackson,PG,Guard,16.0,6.8,0.409,0.319,0.745,1.8,0.9,0.3,0.0,0.8,1.4
Kaminsky,Frank Kaminsky,PF,Front,21.7,9.9,0.431,0.350,0.738,4.1,1.7,0.4,0.3,0.8,1.6
Mason,Frank Mason,PG,Guard,13.0,5.1,0.353,0.259,0.667,1.6,2.2,0.4,0.1,1.0,1.0
