SEASON,TEAM,PPG,FG_PCT,FG3_PCT,FT_PCT,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,FPG,WIN_PCT
2002,SAS,96.7,0.457,0.361,0.741,11.0,31.2,42.3,20.0,7.6,6.5,13.8,19.2,70.7
2002,TOR,91.3,0.433,0.348,0.739,13.5,28.4,42.0,21.6,8.3,5.5,13.5,21.5,51.2
2002,UTA,95.9,0.450,0.332,0.762,13.5,28.6,42.1,24.3,9.1,6.3,15.7,24.0,53.7
2002,WAS,92.7,0.440,0.388,0.765,12.8,29.1,42.0,20.9,6.9,4.3,12.1,21.5,45.1
2003,ATL,94.0,0.444,0.352,0.792,11.4,31.1,42.6,20.4,7.4,5.7,15.9,21.7,42.7
2003,BKN,95.3,0.441,0.332,0.757,12.0,30.8,42.9,23.0,8.7,4.5,14.4,21.6,59.8
2003,BOS,92.6,0.414,0.333,0.742,10.3,30.1,40.4,19.2,8.7,3.6,13.4,21.4,53.7
2003,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,CHI,94.9,0.445,0.350,0.722,12.0,30.9,43,21.7,7.3,5.6,16.2,24.7,36.6
2003,CLE,91.4,0.422,0.327,0.746,13.6,31,44.6,20.8,7.7,6.3,17.4,22.7,20.7
2003,DAL,102.,0.452,0.381,0.828,11.1,31.0,42.1,22.4,8.1,5.4,11.0,21.0,73.2
2003,DEN,84.1,0.410,0.277,0.699,13.5,28.8,42.3,21.1,8.6,5.1,17.3,25.0,20.7
2003,DET,91.3,0.430,0.358,0.771,10.7,29.8,40.5,19.7,6.7,5.7,12.7,21.3,61
2003,GSW,102.,0.441,0.344,0.777,15.6,31.0,46.7,20.8,7.2,6.1,15.1,21.7,46.3
2003,HOU,93.7,0.439,0.346,0.767,12.4,31.2,43.7,18.3,7.2,6.0,14.6,19.5,52.4
2003,IND,96.8,0.440,0.338,0.765,12.2,31.9,44.2,23.2,8.4,5.4,14.0,22.0,58.5
2003,LAC,93.8,0.436,0.331,0.750,12.2,30.0,42.3,19.5,7,5.6,15.1,21.7,32.9
2003,LAL,100.,0.450,0.355,0.733,13.1,31.1,44.2,23.2,7.7,5.7,14.0,22.8,61
2003,MEM,97.5,0.452,0.365,0.738,11.5,30.0,41.5,23.0,7.9,6.0,14.8,20.4,34.1
2003,MIA,85.5,0.412,0.316,0.764,11.5,30.0,41.6,18.3,7.2,3.9,13.3,22.6,30.5
2003,MIL,99.4,0.456,0.383,0.776,10.6,28.8,39.5,22.2,7.5,4.1,12.1,22.1,51.2
2003,MIN,98.1,0.465,0.368,0.769,11.6,31.8,43.5,25.2,6.7,5.2,13.3,20.7,62.2
2003,NOP,93.8,0.435,0.375,0.768,13.3,30.1,43.5,22.0,8,4.8,14.0,21.5,57.3
2003,NYK,95.8,0.441,0.383,0.814,10.2,28.9,39.2,21.9,7.0,3.1,13.5,23.0,45.1
2003,OKC,92.1,0.437,0.353,0.744,11.7,29.0,40.8,21.6,8.2,3.5,12.5,20.8,48.8
2003,ORL,98.5,0.435,0.357,0.777,11.6,29.1,40.8,20.4,8.4,3.6,13.8,23.0,51.2
2003,PHI,96.8,0.448,0.311,0.774,12.7,29.4,42.1,21.5,10.,3.4,14.1,22,58.5
2003,PHX,95.5,0.443,0.342,0.741,12.7,29.7,42.5,20.9,8.1,4.9,14.2,21.9,53.7
2003,POR,95.1,0.460,0.329,0.744,12.0,29,41.0,22.6,8.8,3.8,14.4,19.9,61
2003,SAC,101.,0.463,0.381,0.746,10.9,33.5,44.5,24.8,8.9,5.5,14.2,20.3,72
2003,SAS,95.8,0.461,0.353,0.725,11.4,31.1,42.6,19.9,7.6,6.4,15.3,20.3,73.2
2003,TOR,90.8,0.427,0.342,0.718,12.4,28.7,41.1,19.3,7.4,4.7,13.4,21.4,29.3
2003,UTA,94.6,0.467,0.349,0.744,12.4,29.0,41.4,25.6,8.6,5.6,15.9,22.4,57.3
2003,WAS,91.4,0.440,0.311,0.778,11.1,29.2,40.3,19.6,7.5,4.7,12.6,20.0,45.1
2004,ATL,92.8,0.433,0.335,0.776,12.1,30.5,42.7,20.0,7.6,4.9,15.5,22.2,34.1
2004,BKN,90.2,0.441,0.335,0.753,10.5,30.1,40.6,24.5,8.6,3.9,14.1,21,57.3
2004,BOS,95.2,0.443,0.345,0.750,10.3,29.7,40.1,20.5,9.3,4.0,15.7,22.4,43.9
2004,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,CHI,89.6,0.414,0.341,0.725,12.7,30.7,43.5,21.8,8.0,4.8,15.2,23.3,28
2004,CLE,92.9,0.432,0.314,0.752,13.6,31.9,45.5,22.0,7.1,6.5,14.2,21.2,42.7
2004,DAL,105.,0.459,0.348,0.795,14.3,30.9,45.2,23.9,8,5.3,11.7,19.6,63.4
2004,DEN,97.2,0.442,0.336,0.766,13.2,29.1,42.3,21.8,9.0,6.3,14.6,22,52.4
2004,DET,90.0,0.435,0.344,0.752,12.3,30.3,42.7,20.7,8.0,6.9,14.3,20.2,65.9
2004,GSW,93.2,0.441,0.334,0.724,12.2,30.8,43.1,20.5,7.0,4.7,14.0,20.6,45.1
2004,HOU,89.7,0.441,0.366,0.772,10.3,32.2,42.6,19.2,6.8,5.4,15.7,21.4,54.9
2004,IND,91.3,0.435,0.350,0.763,11.7,29.9,41.6,21.6,8.8,5.0,13.5,20.8,74.4
2004,LAC,94.7,0.428,0.321,0.785,14.0,29.4,43.4,20.1,7.2,4.5,15.6,22.1,34.1
2004,LAL,98.1,0.453,0.327,0.693,12.2,30.9,43.1,23.7,8.3,4.6,13.3,21.1,68.3
2004,MEM,96.7,0.445,0.340,0.726,12.7,29.0,41.8,23.3,9.6,6.8,14.3,23.2,61
2004,MIA,90.2,0.425,0.357,0.761,11.4,29.9,41.4,19.0,7.1,3.8,13.1,22.0,51.2
2004,MIL,98.0,0.446,0.350,0.774,11.7,30.5,42.2,22.8,6.7,4.6,13,20.3,50
2004,MIN,94.5,0.461,0.363,0.780,10.6,32.2,42.9,23.0,6.8,5.6,12.2,21.1,70.7
2004,NOP,91.8,0.419,0.318,0.750,13.3,29.4,42.7,20.9,8.6,4.2,14.0,20.9,50
2004,NYK,91.9,0.442,0.364,0.793,11.5,31.0,42.5,20.6,7.4,4.7,15.2,23.1,47.6
2004,OKC,97.1,0.445,0.373,0.764,11.0,28.2,39.3,21.7,8.0,4.7,13.7,21.7,45.1
2004,ORL,94.0,0.429,0.343,0.737,12.2,28.6,40.8,19.3,6.6,3.7,12.9,21.2,25.6
2004,PHI,87.9,0.428,0.341,0.752,11.4,29.3,40.8,20,7.9,4.3,14.7,20.7,40.2
2004,PHX,94.1,0.443,0.345,0.746,11.2,29.3,40.6,19.3,8.9,4.6,14.6,22.7,35.4
2004,POR,90.7,0.448,0.345,0.730,12.6,28.9,41.6,21.5,7.4,5.4,13.8,18.9,50
2004,SAC,102.,0.462,0.401,0.795,10.8,30.3,41.2,26.2,8.6,3.9,13.5,19.3,67.1
2004,SAS,91.4,0.441,0.357,0.681,12.5,32.5,45.0,20.4,8.0,6.5,14.0,20.3,69.5
2004,TOR,85.4,0.418,0.356,0.749,10.1,29.5,39.6,19.1,7.3,4.9,13.2,21.3,40.2
2004,UTA,88.6,0.435,0.320,0.746,13.4,27.7,41.1,20.3,7.1,6.0,15.3,25.5,51.2
2004,WAS,91.8,0.420,0.341,0.714,13.5,29.1,42.7,18.7,8.9,4.9,16.7,20.8,30.5
2005,ATL,92.7,0.440,0.312,0.710,13.4,28.4,41.8,19.6,7.6,4.1,15.3,24.5,15.9
